feature,coefficient
of everything,0.028128300744896993
blond,0.028127134844736185
ve come,0.028096736965534216
underneath,0.02807073152399841
acid,0.028036955344573
wasn expecting,0.028033594025989723
stop the,0.02801441973339252
there he,0.02797778769161857
first film,0.027972651102710935
of itself,0.027934525203462728
returned,0.027902288302908407
split,0.02787715519978361
the ability,0.027817887474667104
how far,0.027782291478880703
dan,0.02778153759090477
me feel,0.027735407019556582
to defend,0.027686821883855673
uniformly,0.027680141571545223
drama with,0.02767103312690421
featuring,0.027647152722991664
me and,0.027644410860924257
whole point,0.027616884265813862
1967,0.027583309044337406
concept of,0.02758328433722685
the national,0.027576543975939814
surrounding,0.027575065326063526
she had,0.027550755151889497
does get,0.02754425812661457
strangely,0.027505672688037427
everyone who,0.027486737383145027
get his,0.02747685969705776
noises,0.027456884714779008
starts with,0.027425007469592987
babes,0.027408296746851284
ways that,0.027341025197284183
delivering,0.02731981120448711
his son,0.027317609924714457
but some,0.027316302088204965
the godfather,0.027285698168882978
is his,0.027285222245204428
family in,0.02725781897718374
things the,0.027218905021099554
ways of,0.02721370638076237
flicks,0.027187936533703588
ve done,0.027172518608695195
as soon,0.02715240445167855
performance from,0.027119765115351944
and guess,0.027113051652900257
base,0.027041514332052357
after she,0.02704058093492498
smart and,0.027038264467826475
she didn,0.027000970696984147
the thing,0.026948997183625017
entirety,0.026945892848812058
life which,0.026943680911199953
belt,0.02692390472433417
while being,0.02687128895704632
the gun,0.02685578756697747
dangerous,0.02684907494552889
tracy,0.026846930556904812
fan and,0.026835967971165536
be quite,0.026824982022088995
amanda,0.02675288766979502
get chance,0.026745374095075044
betrayal,0.026741748695477414
earliest,0.026719885739643325
qualify,0.026671947113905723
eccentric,0.026659309753505493
newer,0.026629349518028783
victim,0.02656426703462898
timothy,0.02655727636840401
future and,0.026504854390073333
they make,0.026496343886758415
but was,0.026493098813883266
swedish,0.026479491926801647
the issue,0.02643447794351918
chemistry with,0.026398009540943117
ll have,0.026375974904778277
well this,0.026374986225673767
hunters,0.026364930154518698
cage,0.026362438036235482
end the,0.026345029183430745
several years,0.026331651322002738
advantage,0.026328996498963482
killer tomatoes,0.026319716145210077
in charge,0.026318561070192932
turns the,0.026315629543732972
herself and,0.026266180044958752
dive,0.026259784988201616
nowhere near,0.026254267587709344
right it,0.02621098589958477
teenagers,0.02616169081518209
signs,0.026154749235798892
seen some,0.026150958144218722
obvious that,0.026103979938024928
ha ha,0.026093076413540497
cinematography is,0.02607248753795149
of david,0.02606932015978795
the blind,0.026060892833797825
note,0.026037447731177474
by the,0.026028998247097538
night in,0.02601082537493371
let him,0.02593970937398837
again to,0.025913722961305053
sure she,0.025904579697988518
york and,0.02585916398051121
liked to,0.0258538460585602
finds herself,0.025824307490385216
move the,0.025789979270198493
dennis,0.025766608290271113
rights to,0.025763240831787278
how it,0.025728522255991582
star wars,0.025668616935978824
done so,0.025631922015719205
authorities,0.02562799123472195
this time,0.025599554500014794
in three,0.02559420869815976
he gave,0.025553193400421646
viewing the,0.025548825263818076
explains,0.02552554001402808
festivals,0.02545320681816501
was playing,0.025424071697689614
find this,0.025409175131448847
one will,0.025369657935964737
read this,0.025359342470732966
feet,0.02535529047236085
is something,0.025339793804155082
just two,0.025313790248944156
shall,0.025251132364815597
so is,0.025220068885879618
shortly,0.02521566398157545
was being,0.025204127800973232
albert,0.025148833016086496
theme,0.02510674564925398
part as,0.025106164303305152
3d,0.02507015747958236
wanna,0.025063583151852205
that won,0.025036981047830392
shoes,0.02500264015116407
or better,0.024994325216042345
got into,0.024981593269095617
what seems,0.02496525185945321
even after,0.02496326753141555
that scene,0.024955359401239607
worth your,0.02494763012830016
thing this,0.02491100781281203
the 1980,0.024869569826942037
entertained,0.02483504247466638
you got,0.024822951436747186
passage,0.024736991986496523
never gets,0.024698468539913553
film well,0.024667289511427073
acting in,0.02466603086949195
quarter,0.024632535913597705
4th,0.024625588978199508
one last,0.024563234235932804
doesn give,0.024555080074273015
depth,0.024484178172908114
including the,0.024416602861083363
commentary,0.024412635272117084
where the,0.02440831207050964
problems that,0.024399116805461453
are much,0.02438073129558114
hired to,0.02434327891671829
entertaining to,0.02429812608647729
conrad,0.02429775568999256
bath,0.024295356860984538
romance,0.02425991536003321
smiles,0.024249223408903665
done to,0.024231626917293757
game of,0.024158627845178474
adolescent,0.024139336518404084
you do,0.024064019546847754
muslim,0.02404583464371331
father is,0.02403227767728909
my own,0.023981874898865784
their life,0.02394215195562826
her out,0.023926514172367033
scope,0.023925684685278555
happened to,0.023923949446558637
writer of,0.023919082063629235
directions,0.023899343712469403
defense,0.023875654248541156
and both,0.023860750342382164
plans,0.0238428407465722
broad,0.023824213061402432
movie takes,0.023821376472452437
choir,0.023788900499806167
wielding,0.02377724430659002
the closest,0.023757417757404434
good example,0.023748307666310694
jokes and,0.023712568659078538
your typical,0.023684757762415402
coolest,0.02367096934178245
rich,0.023665174070867878
trials,0.0236580038131903
is portrayed,0.023623439703538997
awaiting,0.023622696390210775
pull,0.023612693277604672
push the,0.02357941333147945
that just,0.023561167792747757
borders,0.023536529943273234
mood for,0.023521717149154853
it features,0.02351652624376258
focus of,0.023515553435711156
help from,0.023507571641649162
with people,0.023419720108134708
blunt,0.02341325552012144
about love,0.023369230060914504
into an,0.02333843902319673
the child,0.02333592169610389
of view,0.023330563835674865
prepared to,0.023320305607356356
lay,0.023171811693362594
the extras,0.023169825783993347
approaches,0.023163430899832103
energy and,0.02315337891036767
will have,0.023010132728028144
characters with,0.02299427438357012
provide,0.02297538757693634
out some,0.022959471994124545
understand that,0.022890212471327016
an indian,0.022855652253652586
owners,0.022842897099665395
wrong and,0.022837279573396613
fought,0.02277546234997681
ferrell,0.022773563929701722
the united,0.022759600991475275
indication,0.022707301397800597
had lot,0.022646051291762902
his death,0.022615794847106473
broadway,0.02259030665190417
get together,0.022584666450521772
only ones,0.02255755755105858
and said,0.022556153662755478
sit down,0.022555977720957104
middle of,0.02252903180245624
right the,0.02248972275272465
over all,0.022444781704348212
will give,0.022318104484325665
hope for,0.022302022911191655
the amount,0.02228961641344987
the heavy,0.022282713213995622
character he,0.022272415549531417
to talk,0.022218719101827156
dislike,0.02221470776254083
door and,0.02221153395934581
that left,0.022185740526457227
euro,0.022131641444341002
for himself,0.022075622834972095
machines,0.022060813139070698
simply because,0.021936308691525606
just so,0.021926899943080003
directed by,0.021882801647340352
like said,0.021865112128560682
were at,0.021779561242189816
individuals,0.02170938987842589
movie only,0.02169629639224261
his later,0.021663976493500995
meaning,0.021590813260461847
charlton heston,0.021588395354190465
charlton,0.021588395354190465
further,0.02157250745349928
anticipated,0.021544166363778785
distinct,0.021540918937001535
the mill,0.02152805242712274
admire,0.02152597277547346
had something,0.02148023498836154
thankfully,0.021439115346966135
then go,0.021431132200285537
the soviet,0.02141894426280329
there only,0.021381930271575412
of years,0.02137687578943766
women are,0.02135824037478294
uncut,0.021326843677481864
shortly after,0.0213162210980659
mitchum,0.02130550780352852
remembering,0.021239453076372733
anything it,0.02117429017726682
tail,0.021165074375958742
line in,0.021130914423787513
know some,0.021087302867342356
bring the,0.021074355096656224
honesty,0.02106787387537075
intended to,0.021063798071591727
little better,0.021045439853089397
try and,0.021043960513982773
she must,0.021038513239290412
to further,0.021013335957195487
tramp,0.020985060950294218
caretaker,0.020952565376960542
discuss,0.020952011540677353
clint eastwood,0.020945715151899892
law and,0.02094455492989562
we will,0.020940404096476486
peak,0.020907696132144507
can imagine,0.020787473661321516
was movie,0.020756780098773006
care for,0.020747838247390165
recommendation,0.020744687706983976
what appears,0.020742836424880784
come true,0.02066708387835752
do what,0.02063526951321702
in theaters,0.020631896833426745
have really,0.020597435010234078
predict,0.020592520141789413
continuing,0.02058198977445366
so that,0.020581221480321005
gives him,0.020549858984055362
challenged,0.02053639871997618
acting isn,0.02047256485083773
book of,0.02040661061919148
centered,0.020389875915176752
you look,0.020370742406228357
linear,0.02035657807860861
to change,0.02027126554020876
one way,0.020269634013557514
beating,0.02025297010804987
have heard,0.020242047710578134
risks,0.02021725971059932
kicking,0.02018272672808909
amitabh bachchan,0.02016930244562972
not saying,0.020165841916305945
twenty years,0.020156714611086528
several times,0.02011655815816744
color and,0.020075326050208876
viewer to,0.020055240893649868
was his,0.02003989323386425
verhoeven,0.02002668849231501
sequence in,0.020015227093177577
it first,0.01992327756857071
checked,0.019860049401331622
schlock,0.019838653810644622
birds,0.019815988702212108
previous,0.019789241578011575
had never,0.019752272202190703
clash,0.019751165126925003
very short,0.01967262677840744
19th century,0.01959946263974149
turns,0.01951425311038484
and know,0.01949708030152183
indiana,0.019491430989164112
had seen,0.019464618901080297
selection,0.01946136254381274
character to,0.019442963127848323
conscience,0.019435869136165955
that although,0.019429672394320467
relentless,0.019418940033233714
oscar for,0.019417121123388874
floor,0.01941431693421091
zoom,0.019410317629637606
really be,0.019388544454328874
toby,0.019362485825952677
gung,0.019321927056493667
gung ho,0.019321927056493667
idea of,0.019320731219979476
ve just,0.019288292949309477
receiving,0.019281663618920603
end when,0.019269363806403674
years of,0.01920901076725909
salt,0.019198445433522
and sets,0.01918473184122064
the wild,0.019131865789941586
genre it,0.019106874793651304
charismatic,0.01908060100256917
about anything,0.019044220152380994
triple,0.019033909855846586
were in,0.01901425643537083
and turn,0.019001120719846526
that by,0.01899843591235447
hand in,0.01895003494210227
started watching,0.01889839378075753
by richard,0.018853064744972812
be all,0.018843572653322316
limit,0.018759590754397554
were to,0.01873313396687207
keep you,0.018725978153348633
and horror,0.018710495577642806
are forced,0.01869900151323507
raising,0.01868092690182375
soundtrack and,0.018650443781765474
and part,0.01864768668556249
explosive,0.018593102129361275
going down,0.01859182456780317
perception,0.018564561180337204
me when,0.01855025191731345
coma,0.0185257470485914
best in,0.01852532352115677
macarthur,0.01849211497588737
know who,0.018487554108376707
to control,0.018485939942809334
laurel and,0.018483433332435132
many films,0.018483174143152613
the jokes,0.018478463616718923
like real,0.01846775249648075
host of,0.018370315396663613
all with,0.0183471400231935
believes in,0.018306916878360877
replaced,0.018299517142257096
is strange,0.018294158610575855
with both,0.018290458727389255
are plenty,0.01826384933987698
cruelty,0.01822695280848851
budget and,0.018217690618001776
saw the,0.018161404799828196
stylized,0.018130397547399573
mind of,0.01811965950801354
hell and,0.018113509832557724
as part,0.018108773315330593
the tragedy,0.01806190997788574
composer,0.01802415019068373
still it,0.018013906944325267
goes along,0.017956316387794286
itself it,0.017920979606354272
you cannot,0.017909687221693036
similar to,0.017851750578538716
are several,0.017847371582671162
this from,0.017824746727437845
kitchen,0.01782123589514469
guy is,0.017815965098362373
to close,0.017807009959513374
chopped,0.017794560452675218
hardened,0.01779247875663345
and dance,0.01777587937869165
shared,0.01771149412178376
title brazil,0.01767396280618862
movie some,0.017616334594568378
was absolutely,0.01759389607742758
have gotten,0.017581759729415176
thing but,0.01757988789707001
good deal,0.01757839664608359
the suspense,0.017521243171570354
very talented,0.017470513442856002
crush on,0.017470171990953662
movie can,0.017469004434927084
what people,0.017453720111342875
rise to,0.017447687812015732
the television,0.01741396898481138
feelings of,0.01741011841750311
my rating,0.017398094608062444
swept,0.017364715101336966
applaud,0.017341840199365945
chooses,0.017320524671485194
having seen,0.01726832826874407
are simply,0.017223036838279936
and make,0.01720164573569463
she can,0.017200526568286408
gender,0.017172641728277295
go by,0.01717051824135699
didn do,0.01716498783776299
adding,0.017110226358617628
opinion of,0.01707729001106653
when they,0.01706198814763076
cast,0.017059422903323327
in between,0.01704446744587559
were so,0.017042068254271747
his mind,0.01696068064099584
harrowing,0.0169387258571377
films from,0.016928487617935528
guest,0.01692824393611469
would give,0.016899142954073753
and things,0.016898440069756146
rifle,0.016893813133165552
an end,0.01683286761459633
laid,0.01682495525724641
to actually,0.016821810503912335
nice guy,0.0168049526751234
they come,0.01679352286511082
check the,0.01676130863139071
been much,0.016741150231460396
himself in,0.016715135393761058
is clearly,0.016697416568177106
brooke,0.016598576545126385
hostel,0.01655530675751904
studying,0.016548291821869482
also like,0.016488318003053674
poses,0.01647121689412634
tension and,0.016459129855427013
connected to,0.0164588113558909
the odd,0.01642980785693225
giants,0.01640353465018031
set to,0.016379278469064985
by another,0.016370191200594162
seeming,0.016363583831426304
civil war,0.016334612630720762
interviews,0.016305204975392285
that shows,0.016286426937326216
interest to,0.016188575840573257
of music,0.016148275400751484
parts in,0.01608613925321844
thirties,0.01608116145692055
of star,0.01598708932868756
notes,0.01598260340117243
spite of,0.015981189356697092
hand the,0.015955187547347798
is there,0.01591889279408683
is exactly,0.015918288850692755
based upon,0.015904279562289018
performs,0.015896610868805477
in years,0.01589600530929883
view it,0.01588745763430255
create the,0.015876943644676258
distribution,0.01586482157542387
one thing,0.015818753541838006
three years,0.015808469934909156
slashers,0.015801251620853784
movies can,0.015647611908723668
that guy,0.01560155061510335
monk,0.015600641761281654
end and,0.015598256002081406
while the,0.015454837319331501
having been,0.015378162933107939
so funny,0.015345955265679572
course that,0.015339464937989251
lived in,0.015335777735504224
set and,0.015330274570149733
choke,0.01528481071830991
describes,0.015279962042305294
hell of,0.015269325495315116
canadian,0.015266214406295787
he becomes,0.015249869786296664
movie though,0.015201207372370967
me was,0.015200308835721031
parker,0.015134023118348907
because think,0.015057340550192271
movie isn,0.015040994022414945
warner,0.015040473452068725
hand is,0.015032861339583535
canyon,0.015006004436327212
the tale,0.015001733595261711
can,0.0149786945018884
forty,0.014960540189726527
grown up,0.014960262588165697
you wish,0.014953113675613723
charge,0.014949370313169744
city and,0.014946166210078505
concepts,0.014892270150100126
end this,0.014879933883332053
boat,0.01475211847465074
gibson,0.014750002821752786
down on,0.014738415428485915
film will,0.014724470560297277
truth,0.014712148909761628
it much,0.014665797639514692
in white,0.014665554974522415
have the,0.014658842168834946
at how,0.014611910458317511
characters from,0.014594102250245197
dated,0.01458143184780241
bleak,0.014553840694675786
would actually,0.01455148329353476
juan,0.0145055687413358
its very,0.014488041532981761
drugs and,0.014452763533630387
indiana jones,0.014410520045112453
justice to,0.014351704582350478
down from,0.014319898801401235
filmmaking,0.014279771365982477
seriously and,0.014257201959620316
as most,0.014233196426345152
gradually,0.014230792796098336
energy,0.014225057897323489
beats,0.01418474744155105
species,0.014178555248184566
proud of,0.014114547764254269
is kind,0.014079723871158559
that matter,0.014055169487718308
is playing,0.014000820252494902
two hour,0.013971251946282006
for film,0.013945079474418358
stooges,0.013942484933052638
know this,0.01394125183218082
mindset,0.013923042276245395
lush,0.013888346204316693
and coming,0.013850135953518776
union,0.01384264936408901
really think,0.013840526575125594
we re,0.013777554932100663
and thought,0.013760259132473177
son who,0.013730498460332051
crew of,0.013720803080392674
published,0.013718689758999572
follow up,0.013710281160754146
among others,0.013698515975366296
doesn come,0.013674909151405672
but its,0.013627118331599013
owen,0.013611953395014201
it reminded,0.013599716681696787
trailer for,0.013563433553971426
were it,0.013537185885718617
parts are,0.01353364739073732
scary and,0.013502694758818391
love affair,0.013448350279743077
with few,0.01342916360749294
soft core,0.013418101259923128
who we,0.013412347823087393
show up,0.013366525899529852
appearance,0.013357615009390403
you it,0.01334228305045328
of interesting,0.013327637119239578
stargate,0.013314007643914985
led,0.013298665012449244
cinematography and,0.013251691097371811
compared,0.013227348965280683
lifted,0.01322010617253821
two very,0.013219985174169988
the building,0.013215171247947922
she does,0.013172575974130069
the opera,0.013141651090920099
it must,0.013095112014240268
film debut,0.01309053409676001
end was,0.013071853821102907
at one,0.01306310331144067
name and,0.013058197683829377
run for,0.012973863007069512
movie or,0.012961276061251054
from those,0.01294020066918184
while this,0.012933440326088215
tongue,0.012907671541445917
gentlemen,0.012887044865882293
good plot,0.012886245917348098
people for,0.012871758905113162
good for,0.012839165383836003
invites,0.012811228689807993
african american,0.012691140070820714
travels to,0.012685701961496617
theory,0.01266946821251031
supporting actors,0.012667333342389831
we also,0.012631620171393687
takes place,0.01263107069653336
career in,0.012630152380951576
human and,0.012623538139941319
movie worth,0.012552461121237077
kill him,0.012518768186609141
farmer,0.012517192048068889
stallone,0.012482152962892191
sets are,0.01247927504043203
the park,0.01242043951181221
sunshine,0.012394240619989736
they ll,0.012332072429173583
like all,0.01229356366366035
one person,0.01227445248772935
tells him,0.0122348326388475
aside,0.012227834569081466
garner,0.012226501083682643
votes,0.012200453921428371
creating,0.012191446300257563
just little,0.012189041239978984
go in,0.012171258948282727
values and,0.012154787616154595
that day,0.012153110156315892
told him,0.01212793119662661
of history,0.012106357521479255
running through,0.012075203956056508
really know,0.012047579660817095
mayhem,0.012030107439052407
perhaps the,0.01201343668429737
dies and,0.012006366961583621
when people,0.011978903132517059
with high,0.01184722189981205
the love,0.011842881902516316
addicted,0.011838704569379618
stages,0.011835234190119037
publicity,0.011827906935565607
and get,0.011812869331934267
us in,0.01179936109608852
as funny,0.011780384517365116
you all,0.01176226705693613
had great,0.011729278731881433
just want,0.011723194607643034
in theater,0.01168292353840518
brooks,0.011637014506669359
rival,0.011623498865016782
pace and,0.011623406309454389
let this,0.011585348771984562
and lost,0.011555131819023026
capturing the,0.01149927220179596
surprised when,0.011498297315144726
on your,0.01149124480586453
1940s,0.011478647716751304
and real,0.01146427786621875
would happen,0.011398976871305894
it how,0.011386781069413269
conscious,0.011361422169811619
disorder,0.011357007334606253
mystery of,0.011304861073734209
written for,0.011303485275867463
fifty,0.011294605091402555
the feature,0.011255237496682276
suggestion,0.011217735126515568
cops,0.011210219125324631
ve already,0.011174220611678796
cyborg,0.011170410024161444
day to,0.011168554092158268
to want,0.011134976362261404
as such,0.011118103650994427
prey,0.011083458236803258
spelled,0.011050126898464145
states that,0.011026194355968438
by its,0.01099260934713945
britain,0.010981198260374511
she got,0.010955742861225649
left alone,0.01092811453357867
all there,0.010922250919402412
oriented,0.010915984129723352
closed,0.010899882443019744
been able,0.010892284706994817
contact with,0.010873772320189115
it instead,0.010866052350929849
heels,0.010858647299739985
him but,0.010831367231948826
down and,0.010738268243649046
uneven,0.010719319580038909
technology and,0.010703584308221348
in need,0.010669648126617262
will want,0.010645866087620144
der,0.010588961435026937
the face,0.010582293252115807
slide,0.010559941168074825
gestures,0.010517035895262266
about all,0.010516524258216793
factors,0.01048365469764665
obscurity,0.01047280364890872
so and,0.010470152675837136
carter,0.01045937415980081
felt the,0.01044123599514461
misery,0.010435998761857966
throughout this,0.010388839460950537
the fox,0.01038207582271534
cooper,0.010369938032227601
movie all,0.010369121207989305
version was,0.010368097774414796
can understand,0.010336413440801094
all so,0.010318444275061973
things like,0.01031543688623705
sympathy,0.010212598043480087
way there,0.010200885019034812
selling,0.010195361114692134
put to,0.010183153165386113
dressing,0.010178267669805938
lifetime,0.01013415892771396
consider this,0.010101960213086661
who have,0.01009127543663168
and seeing,0.01008716882273485
member,0.010051517170412815
deep in,0.010034946598252489
out but,0.010018084355515442
you see,0.009946591612278852
fall in,0.009941360951886672
the ocean,0.009920256468087417
paints,0.009870388530285237
acting from,0.009865691791081897
leaves,0.00984907725498453
in various,0.00982372636144605
henry,0.009768330374779846
completely different,0.009750265855958784
was far,0.009715059482450642
stairs,0.009712096947685161
bike,0.009700018748468119
instincts,0.009699845308893723
it there,0.009690315926644712
company,0.009686224326223814
that because,0.009679976021298204
are being,0.009649055387655297
full house,0.009647481995401825
found,0.009646842314595578
trip to,0.009610577718513352
kindly,0.009601546636133872
he finally,0.00959764401172156
romeo,0.009583825489527378
obsession with,0.009463498977360594
film also,0.009444252933375617
moments are,0.009437496175581058
reminds me,0.009425407641427169
bed and,0.009397857594868025
neighborhood,0.00939432382845466
which has,0.009286223977910138
centers,0.009262770497085755
escape the,0.009262118540820756
cruise,0.009257585919957722
rather than,0.009201372765993998
stole,0.009192708612255402
arrest,0.009179684583909768
will become,0.00916492097598619
thought would,0.009148607579559851
outing,0.009136902431882022
backwards,0.009132472711399208
from that,0.009108236248710785
funnier,0.009095114648710444
accuracy,0.00904697099671397
feel to,0.009023828785568313
dramatic,0.009007658461000486
of girl,0.00899151938405718
likes to,0.00898753801540072
really doesn,0.008974341400247662
an evil,0.00894287701810134
might want,0.00894273496159009
hundreds of,0.008931640978695842
and wish,0.008882623079203861
of many,0.008865530154735615
just about,0.008827985361508058
trial,0.00882083174170801
the topic,0.008786879435897357
too and,0.008778639539668145
continued,0.008762479025354456
was thinking,0.008738186685150317
footage from,0.008731210567079898
ignore the,0.008718436034950974
and music,0.008714061007197833
think was,0.008682232383882986
had ever,0.00866980998757792
this are,0.008655449009439561
place the,0.008602876139863347
millionaire,0.008573126451448173
to reach,0.008570744516769533
that look,0.008546869001357546
to focus,0.00851272604722913
being one,0.008503091655355
that these,0.008488630192478848
time this,0.008451350963290763
wind up,0.008380128856455126
hard time,0.008359019915780612
bullet,0.008328621149819417
is running,0.00829612284184754
of not,0.00828389772568609
popcorn,0.008277185847158634
iii,0.008234066958071901
loss of,0.00821583691106741
ward,0.008198589272392805
poverty,0.008191909683477216
16,0.008144493717220674
facts,0.008135986409790456
someone in,0.008129552150694079
release of,0.008094350819755994
my view,0.008069676230545789
the bond,0.008063824812407359
has more,0.008054945175726762
host,0.007997404719062648
incidental,0.00798381448999373
even when,0.007977349832978084
good things,0.007885834223207652
and tell,0.007882341283239029
rely,0.00787231464534697
in what,0.007857677041908836
it into,0.007844222266801032
that where,0.007804808569390959
do you,0.007773019920299079
glenn close,0.007760908904663053
buffs,0.007707903208399279
aging,0.007695742492845141
how hard,0.007694127716452016
things as,0.007667198110427809
every film,0.007647781092860956
cat and,0.007639846999104766
with my,0.007592024364011004
falls for,0.007590200572425812
society that,0.00754628307969197
underwear,0.007518775407261712
part and,0.007508749994270629
timmy,0.007484426538271652
film version,0.007463259551345275
throughout and,0.007432501596691402
was going,0.007423580646728332
bits of,0.007401544184377486
increasingly,0.007394642107356951
of old,0.007368788446755843
member of,0.007363742199662986
he brings,0.007324876124360533
technology,0.007306623567595452
1950,0.007270694250544753
have much,0.00724746131141778
just happens,0.007231443602583367
peculiar,0.007225262944214847
method,0.007192187693636451
creator,0.007187669459161196
101,0.007131595787775864
glow,0.007130992125125027
score and,0.007129450854981091
say was,0.007123812931077519
improved,0.007103101278918244
be happy,0.007091247827861821
lena,0.007045413646612892
doing the,0.0070249041951762955
released in,0.007005227048344861
20th,0.006769375547799762
ex girlfriend,0.006755631717765179
cruel,0.006752055866880124
ben stiller,0.006728980227868698
were doing,0.006722474035489163
letting,0.006718255361078178
arrived,0.0066785754591156335
from scene,0.0066627200854073735
primarily,0.006654626039104952
of comedy,0.006652466505657681
but my,0.006624257194690284
the store,0.006619651169473064
this doesn,0.006601976666278448
closing,0.006591349292264982
in comedy,0.006571582284006602
mills,0.006500875485801961
much that,0.006496928221545557
to direct,0.006481401684205417
adopted,0.006476727608332187
girls in,0.006473246998264621
slave,0.0064649687167224355
think is,0.006463311014594397
are way,0.006455997743736286
just get,0.006453931850432493
the team,0.006438735115058348
again as,0.006427724160432128
complete with,0.0063836149552789715
to its,0.006357203775170699
the subject,0.0062540591054489674
see where,0.006194506476627784
crushed,0.006171105672089592
kind,0.006160522960625607
lines from,0.006140001564730302
his life,0.00612154559823933
deserted,0.006117203538324621
florida,0.00611524166276793
both in,0.006053414410778933
involved,0.006017421893252644
who actually,0.00600733696183815
toni,0.006004367329206738
motion picture,0.006003917578465131
for second,0.0059457147205611354
pops,0.00592196898682416
starts out,0.005900219806938611
the prison,0.005885484547921569
facility,0.0058517948519316125
new characters,0.005849592023130328
mention of,0.005753361859132078
they use,0.00574265583994837
classic the,0.00574025958489908
paltrow,0.005718971886938305
with most,0.005718757029250991
fact the,0.005672020334535999
an accident,0.005637328131500206
sporting,0.005622703818367101
lean,0.005611418601080484
gear,0.0055780646464548885
idea but,0.005573221399556007
blind,0.0055075098737883
re looking,0.005464816447905337
and highly,0.005315897424022254
stories that,0.005300868793009091
there more,0.005299216939547653
in early,0.00512505354926414
overlook,0.00509745618729226
comedians,0.005066414317620554
it sounds,0.005022486204800449
fond of,0.004978818319853931
described as,0.0049127389927191515
misguided,0.004901475818763766
accepting,0.004901355017783513
and decent,0.0048664517729404356
theodore,0.004863454948419306
an emotional,0.004795929613403333
to wear,0.004757206533746007
that why,0.004739655709314235
who still,0.004724837512500395
parker and,0.004721676751526566
film only,0.004718661131603027
in at,0.004695150989019001
with life,0.0046799143548216715
same year,0.0046769064168729795
invisible,0.004614584836604037
greg,0.004598253853431955
dubious,0.0045871806020071175
frankie,0.004579861896594451
there aren,0.004529672231435566
prepared,0.0045216317713339975
highest,0.004517057100284189
question is,0.004494352261390678
additional,0.00447852063461811
me in,0.004416137218164558
things and,0.004398864098784602
the reviews,0.004392285492018356
is out,0.004374505878830167
can stand,0.004331632736979089
comment on,0.004308847416037226
funnier than,0.004272786865741368
ingrid,0.004230499095404806
upon the,0.004120474691555695
end is,0.004117569040707855
are of,0.004097324944690955
me what,0.004070038075602527
and scenes,0.004057745780330809
but again,0.004047248176345863
span,0.004018320749368111
old for,0.004003014669784927
left me,0.003978840490126242
that sort,0.003938454547928545
would want,0.003938051277210612
is without,0.0039107185718392865
esquire,0.003886689218186388
mankind,0.0038792482198401713
venture,0.0038782657920160717
lots of,0.0038490047636905106
and dark,0.0038483601444280514
the remainder,0.0038123600784143933
drawn out,0.0037980334761623714
for giving,0.003774198766966986
speaking of,0.0037716864920836163
other is,0.003739017417921914
note the,0.003708011252019164
ties,0.0036437603901485188
all bad,0.0036375058919957334
man has,0.003586120428292012
me for,0.003583900446700424
from and,0.0035541957330226218
movie again,0.003543516324525559
be bad,0.0035093551707679337
and direction,0.003506948882049102
thing he,0.003493708023975528
in spite,0.0034889943500848336
jobs,0.0034093911936064966
lands,0.0034035871996274817
is shame,0.0033913689746901303
no such,0.0033856393486166045
the super,0.003375408395241854
spike,0.003267680733876888
vital,0.003206168765486557
they ve,0.003205077945690882
among,0.0032029804766837435
and charming,0.0031734718458174835
himself to,0.0031422456173803635
many other,0.00312482452137187
will like,0.0031212724822368802
jaw,0.0030464135225308662
razor,0.003044676640665358
louis,0.0029857852475424144
youngest,0.0029689591193779907
billy,0.002953603848226963
know you,0.0029257175367606194
child is,0.002899579249579046
lubitsch,0.002892409768042263
resist,0.002819158403698107
but ve,0.0027610925133792897
her father,0.002727269431269823
and talk,0.002722501275315021
photography,0.002690620733581798
expectations for,0.0026825798427348346
excessive,0.0026296095808198915
around it,0.0026131398934980676
year after,0.0025123501392458917
as woman,0.002454713803709453
out he,0.002431177342981401
just wanted,0.0024256878673446537
to cry,0.0024252443139794492
to forget,0.002343460749426726
list,0.002331633633029961
represent,0.002325776359296321
ninja,0.002323157562349531
can come,0.0023160713630004095
before or,0.0022489660983740496
within,0.002192249532529087
breakdown,0.0021610292262317626
serving,0.0021351995404202025
way,0.0021220056602681415
legion,0.0021142912656186307
times of,0.002099636256410016
hero is,0.002045011543749556
past the,0.0020405911079699776
it the,0.002024672024316271
have put,0.0020067400313720715
of each,0.0019686223941066277
him when,0.0019578352732782947
1949,0.00195671121282905
one could,0.0019324533232006264
exposed to,0.0019248137968248288
your life,0.0018930448539308782
the charm,0.001866347244846767
collection,0.0018646423333344515
twelve,0.0018594885265665886
be the,0.001858228431022005
newman,0.001858158974669586
of mystery,0.0017909870666988751
all,0.0017750129097517918
almighty,0.0017653869265055536
rivers,0.001717848449094191
sex and,0.0017020859208434628
people he,0.0016979181486356941
girl who,0.0016898493933058109
token,0.0016629572045134971
the uk,0.0016526938195295308
drink,0.001626355575363119
every bit,0.0015905215172668154
happened the,0.0015714702001882288
love of,0.0015486313850003421
problems the,0.0015057550951678928
is decent,0.0015011081864791268
nations,0.0014491570279590855
father was,0.0014431380626990064
it since,0.0014398399577772486
hearts,0.0014306913723068381
though as,0.0014298335437734559
travel to,0.001380930837758588
people who,0.0013616811833029644
reviews,0.0013431979288865284
truths,0.0013105029946234004
been given,0.0012800717900308648
